#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
51.3%	5134000	-885067.2055222648	298.97570099815636	507
51.4%	5135000	-883676.2273443555	298.5552182405806	507
51.4%	5136000	-883911.0637332178	297.9073349458874	507
51.4%	5137000	-884280.6602815096	301.2666800628442	507
51.4%	5138000	-884129.0906370729	300.36918730859657	507
51.4%	5139000	-884576.5415919586	300.21193806546137	507
51.4%	5140000	-885652.8701375928	299.9236539955334	507
51.4%	5141000	-885669.0525401691	300.95239802742753	507
51.4%	5142000	-885796.6483477559	299.03706437879345	507
51.4%	5143000	-884195.2412165995	298.2340930365685	507
51.4%	5144000	-885766.4227667004	298.9652849964261	507
51.5%	5145000	-884579.6874976004	299.31350704296995	507
51.5%	5146000	-884179.4055899098	299.79919435466684	507
51.5%	5147000	-885368.3923622621	299.7630711645942	507
51.5%	5148000	-884417.261680949	303.34867335497904	507
51.5%	5149000	-884239.1348642795	299.79303417719	507
51.5%	5150000	-885455.0849581016	299.5208110120798	507
51.5%	5151000	-884455.8599018124	299.56705352158633	507
51.5%	5152000	-884332.0966443839	302.4587336753565	507
51.5%	5153000	-883734.0714010736	302.24762278899533	507
51.5%	5154000	-884441.9500907469	298.849566985083	507
51.5%	5155000	-884490.3048406765	299.6378737486708	507
51.6%	5156000	-885822.3260351787	297.6793933662847	507
51.6%	5157000	-883974.6495878594	299.03774448570084	507
51.6%	5158000	-884175.7958610989	299.70222422286844	507
51.6%	5159000	-883119.8568561138	301.4137352961795	507
51.6%	5160000	-884069.6803302593	298.5829914455884	507
51.6%	5161000	-885214.8282060158	300.03484882609774	507
51.6%	5162000	-884291.4978253259	301.6631360683783	507
51.6%	5163000	-884627.1828022273	299.21365933761194	507
51.6%	5164000	-886386.0684194281	301.97206210381205	507
51.6%	5165000	-884557.8236496891	301.2059869499451	507
51.7%	5166000	-884507.6749584773	299.41065023290764	507
51.7%	5167000	-883884.7255547037	300.9742083445085	507
51.7%	5168000	-885813.3141201553	301.7635335087366	507
51.7%	5169000	-884143.3185034967	301.0588321981151	507
51.7%	5170000	-885139.344214764	299.07089709540605	507
51.7%	5171000	-882982.3585597603	300.867425996396	507
51.7%	5172000	-884629.6832101112	299.6253531464378	507
51.7%	5173000	-885472.5022184565	302.3302469203026	507
51.7%	5174000	-882850.6612696135	299.8354110377422	507
51.8%	5175000	-883362.6562538049	298.13998134894905	507
51.8%	5176000	-885992.9661121531	299.67197333109755	507
51.8%	5177000	-886156.0050184857	300.917121382962	507
51.8%	5178000	-885223.1672385428	303.1162465187947	507
51.8%	5179000	-884987.9853741513	300.6315899386197	507
51.8%	5180000	-884720.773376795	299.80688408043636	507
51.8%	5181000	-884215.7274915488	298.28993094454654	507
51.8%	5182000	-882346.246362322	298.5540758625977	507
51.8%	5183000	-884730.9703289266	300.3152958579197	507
51.8%	5184000	-886048.0210424005	301.3513545436642	507
51.9%	5185000	-885916.1114412537	301.19478559328144	507
51.9%	5186000	-886004.5850268747	299.67908897348525	507
51.9%	5187000	-885114.2832139004	300.48613836389814	507
51.9%	5188000	-883762.69065441	301.0657708082107	507
51.9%	5189000	-883986.5443338472	301.2205299031786	507
51.9%	5190000	-883372.326034558	300.80716958807454	507
51.9%	5191000	-884177.341166561	302.1717462618448	507
51.9%	5192000	-885267.8002291694	301.37936897168333	507
51.9%	5193000	-884398.4930160684	298.0829229557876	507
51.9%	5194000	-887041.3479162417	300.3910784104522	507
52.0%	5195000	-884614.3516707886	298.9753061870301	507
52.0%	5196000	-885052.6327825906	301.2725175266085	507
52.0%	5197000	-887010.8612199798	300.1665785269232	507
52.0%	5198000	-885919.2145573273	299.32025957328483	507
52.0%	5199000	-884560.7291202103	300.486776219406	507
52.0%	5200000	-884633.5188946854	299.4129250871988	507
52.0%	5201000	-883051.2304441398	300.7660139284786	507
52.0%	5202000	-882879.0621262682	300.0177022858834	507
52.0%	5203000	-883066.8608628958	300.2017946086897	507
52.0%	5204000	-884804.8506069509	301.44611100284976	507
52.0%	5205000	-884261.5426738746	301.69191133925443	507
52.1%	5206000	-885163.0004050075	300.87873978285205	507
52.1%	5207000	-884765.3648044756	300.0669081413068	507
52.1%	5208000	-885150.8575653923	300.6303997486889	507
52.1%	5209000	-884869.420995554	298.4025366341707	507
52.1%	5210000	-884297.9363530665	301.7357793472056	507
52.1%	5211000	-885300.2563296426	301.50014577369035	507
52.1%	5212000	-883854.9840875897	300.9442419495536	507
52.1%	5213000	-884421.7133902782	300.4933332994208	507
52.1%	5214000	-885424.2718536109	299.5707251665312	507
52.1%	5215000	-885595.0043688458	302.3225179954183	507
52.2%	5216000	-885966.6047644778	300.95026767516305	507
52.2%	5217000	-884803.220062844	301.5541141144299	507
52.2%	5218000	-883777.7071000137	299.78400601656114	507
52.2%	5219000	-884837.5414793771	299.8859450656542	507
52.2%	5220000	-886656.7881018375	301.3722310660099	507
52.2%	5221000	-885149.5543196369	300.19327848328555	507
52.2%	5222000	-885669.731451137	299.0919057985631	507
52.2%	5223000	-884625.5649055126	297.92681322580324	507
52.2%	5224000	-884668.8685324048	300.22501742576003	507
52.2%	5225000	-884080.6810911885	300.0099046187974	507
52.3%	5226000	-883213.9570634323	300.93749204029604	507
52.3%	5227000	-882185.6363572879	300.8358218090063	507
52.3%	5228000	-884012.5559670539	302.3420467940802	507
52.3%	5229000	-884581.6456025462	300.8083680025381	507
52.3%	5230000	-883813.5449465215	298.2545979247833	507
52.3%	5231000	-883848.4652193869	298.9535111229291	507
52.3%	5232000	-884878.0019023297	300.61711166672563	507
52.3%	5233000	-885651.9707898134	301.48556669182835	507
52.3%	5234000	-883173.2743493016	299.1716552287357	507
52.4%	5235000	-884060.2847033376	299.41163548822266	507
52.4%	5236000	-884243.9071743609	298.61706340256205	507
52.4%	5237000	-885240.1210772232	301.86660207382084	507
52.4%	5238000	-885215.3649065564	300.7611779723623	507
52.4%	5239000	-884269.3306478574	300.53587757516993	507
52.4%	5240000	-884140.3423738726	299.9505777773439	507
52.4%	5241000	-884625.4010523576	301.7200746529588	507
52.4%	5242000	-885355.780669196	299.1568919594375	507
52.4%	5243000	-886364.7429873189	299.9142517389228	507
52.4%	5244000	-884855.5204673563	301.5188849573064	507
52.5%	5245000	-885543.0253495681	298.8237544242042	507
52.5%	5246000	-885671.8168303128	301.3308724823191	507
52.5%	5247000	-884633.9732261891	302.20073481341615	507
52.5%	5248000	-884057.607384772	299.35592345154527	507
52.5%	5249000	-885722.2586302501	300.7391318378558	507
52.5%	5250000	-885571.5301918364	300.32282272335556	507
52.5%	5251000	-885767.4170335922	299.7387749826993	507
52.5%	5252000	-885108.9831042411	300.7911448537464	507
52.5%	5253000	-884772.4368373356	300.5215918313904	507
52.5%	5254000	-883514.2017753017	299.854446295327	507
52.5%	5255000	-885411.2788321432	299.9221911414456	507
52.6%	5256000	-884823.8955907561	299.4157571820701	507
52.6%	5257000	-886644.1339385854	300.771787347547	507
52.6%	5258000	-885420.5864634649	296.6832257803107	507
52.6%	5259000	-886074.1826494127	299.5338675461351	507
52.6%	5260000	-884380.8216455276	300.53884852400546	507
52.6%	5261000	-884282.6242333786	300.2543503442418	507
52.6%	5262000	-883628.0813628118	299.38918737654444	507
52.6%	5263000	-883230.514902221	299.4279328932504	507
52.6%	5264000	-884918.6282692105	301.85681041483076	507
52.6%	5265000	-885019.3921764768	301.5074109845123	507
52.7%	5266000	-885912.1442776509	299.08693385205294	507
52.7%	5267000	-883755.4842392444	300.9257419513351	507
52.7%	5268000	-883588.8174233013	300.06377770490377	507
52.7%	5269000	-884530.4771213862	298.1492846854875	507
52.7%	5270000	-882980.7625152329	298.31148463364104	507
52.7%	5271000	-884301.5345842238	304.02464166419884	507
52.7%	5272000	-885804.028653224	302.0025731683561	507
52.7%	5273000	-885457.5254842686	300.4727862773648	507
52.7%	5274000	-884121.7706069145	297.2195051171291	507
52.8%	5275000	-883603.9956676885	301.4045659721052	507
52.8%	5276000	-884729.3715455993	301.1095815977448	507
52.8%	5277000	-885660.0013993578	301.2240080775049	507
52.8%	5278000	-884990.6519330856	303.0491134473373	507
52.8%	5279000	-884596.6205077069	298.5955047138863	507
52.8%	5280000	-885681.5210625809	300.8396760216582	507
52.8%	5281000	-885397.9074619324	301.13954266837993	507
52.8%	5282000	-883268.064642062	300.52739858721793	507
52.8%	5283000	-883659.9619346694	299.8815686798741	507
52.8%	5284000	-884990.7506770408	299.79202174138726	507
52.9%	5285000	-884383.3886290248	300.1876777648119	507
52.9%	5286000	-883893.9928263659	300.8266426859077	507
52.9%	5287000	-884445.2226846344	299.7996976706761	507
52.9%	5288000	-883585.4444483886	301.66943481110826	507
52.9%	5289000	-884540.3935373048	300.13796283722877	507
52.9%	5290000	-884661.325917399	299.4219733041252	507
52.9%	5291000	-883858.3096013488	300.6612887865726	507
52.9%	5292000	-883975.6040655058	298.0407522623976	507
52.9%	5293000	-885524.9919098513	301.548078375499	507
52.9%	5294000	-883173.3023119508	300.96572163160056	507
53.0%	5295000	-884511.1016447395	298.99833363046844	507
53.0%	5296000	-885559.6286318754	300.3719743351704	507
53.0%	5297000	-885561.1256263093	298.7959327673523	507
53.0%	5298000	-883074.0977443275	297.75069492576836	507
53.0%	5299000	-883996.1766886939	299.6883735803155	507
53.0%	5300000	-883992.8697540727	302.53949319558745	507
53.0%	5301000	-884393.076601149	298.88225876039974	507
53.0%	5302000	-883629.6789375525	298.61106914409345	507
53.0%	5303000	-885142.51405505	301.92990400908656	507
53.0%	5304000	-885753.0479537151	301.57097920227807	507
53.0%	5305000	-884863.1497121449	296.887230514231	507
53.1%	5306000	-884768.3966650255	299.28369618700276	507
53.1%	5307000	-885096.8874580422	301.18058728391856	507
53.1%	5308000	-884835.3621921567	301.691921508573	507
53.1%	5309000	-884831.0150355664	300.35656522023226	507
53.1%	5310000	-884736.7746189563	299.790350164536	507
53.1%	5311000	-884398.6595667386	299.6709374819616	507
53.1%	5312000	-884514.5187693741	301.1188193135699	507
53.1%	5313000	-885213.1106514805	298.7203020917483	507
53.1%	5314000	-885622.8188496861	301.14191538174515	507
53.1%	5315000	-884115.2536413395	300.52356829532897	507
53.2%	5316000	-884397.571746354	301.0115761270987	507
53.2%	5317000	-884828.871504284	298.7793435386092	507
53.2%	5318000	-883568.4948772793	299.9933536886506	507
53.2%	5319000	-884379.1429084889	300.4550812541101	507
53.2%	5320000	-884927.5350267612	300.90096701695563	507
53.2%	5321000	-884634.9433875531	302.02964991020934	507
53.2%	5322000	-884491.0087980013	300.96025674553164	507
53.2%	5323000	-885517.4801315763	301.1216602675975	507
53.2%	5324000	-885292.5717056575	300.7751488176983	507
53.2%	5325000	-885580.3696596413	298.3385970298889	507
53.3%	5326000	-885921.7962718294	300.4428503897992	507
53.3%	5327000	-885062.3291772571	302.32227275378847	507
53.3%	5328000	-883866.221476316	300.94321448083315	507
53.3%	5329000	-884206.9730989062	300.6582823030198	507
53.3%	5330000	-882951.9072809606	301.908249588403	507
53.3%	5331000	-883831.2624226124	301.9048095665471	507
53.3%	5332000	-884090.101005807	301.4711257631291	507
53.3%	5333000	-883659.3976357928	302.28776159750294	507
53.3%	5334000	-883444.5621883296	301.95734607011696	507
53.4%	5335000	-883938.818645509	300.1647073615661	507
53.4%	5336000	-884090.8433327819	301.2925974250593	507
53.4%	5337000	-884784.6950845937	301.19945548371203	507
53.4%	5338000	-884482.0351979109	298.4468293069442	507
53.4%	5339000	-882996.9380417746	299.44395945051264	507
53.4%	5340000	-884801.1975279409	301.47554179373304	507
53.4%	5341000	-884724.115403906	299.80308436218064	507
53.4%	5342000	-884210.2652398138	300.52319244531355	507
53.4%	5343000	-885163.1063930318	298.2212464662637	507
53.4%	5344000	-885817.2638431084	300.13407697233725	507
53.5%	5345000	-884854.5237339716	298.8766522339129	507
53.5%	5346000	-884242.6813364555	297.37673254710546	507
53.5%	5347000	-885534.7755968189	300.3893223870764	507
53.5%	5348000	-885319.323105304	300.92045257524114	507
53.5%	5349000	-884374.1369949924	299.1450686902703	507
53.5%	5350000	-884712.0428360715	299.98371887587956	507
53.5%	5351000	-884883.5563762756	301.30910362119687	507
53.5%	5352000	-884790.5118235848	302.27840636646295	507
53.5%	5353000	-883965.0038063428	298.82040499174724	507
53.5%	5354000	-884218.0871215458	299.89556516827264	507
53.5%	5355000	-885668.9866754217	300.4998687405522	507
53.6%	5356000	-884446.9774860949	300.65173757003123	507
53.6%	5357000	-884743.3750192942	299.67161323466576	507
53.6%	5358000	-884852.9174734894	299.9144427876503	507
53.6%	5359000	-885737.8526850394	299.5210511159668	507
53.6%	5360000	-885257.9895233903	300.35821404602603	507
53.6%	5361000	-885819.7653022883	300.45622702197744	507
53.6%	5362000	-884310.6056577363	300.1259748538995	507
53.6%	5363000	-883861.8542844718	302.3433224656275	507
53.6%	5364000	-884105.3954893872	301.4943022665012	507
53.6%	5365000	-884322.0169266392	301.5283655851424	507
53.7%	5366000	-885613.4192154319	300.7236814614314	507
53.7%	5367000	-885521.5981229539	301.1492374892066	507
53.7%	5368000	-885414.4888120899	298.9488625930449	507
53.7%	5369000	-884685.0984067493	299.93602948792585	507
53.7%	5370000	-883945.2972077937	300.73380302804395	507
53.7%	5371000	-883736.0789596001	301.62789176487837	507
53.7%	5372000	-882998.1009386736	300.6615443483905	507
53.7%	5373000	-884494.3872134225	302.41296023440793	507
53.7%	5374000	-884754.4031426883	299.0713577541639	507
53.8%	5375000	-886138.1583799003	301.87219852874165	507
53.8%	5376000	-887284.1279318016	300.5619923663154	507
53.8%	5377000	-884943.4037268162	300.58679015786913	507
53.8%	5378000	-884699.5025408259	299.9460660205004	507
53.8%	5379000	-884721.3411132903	298.43200818462026	507
53.8%	5380000	-883920.5032400875	299.83118518423123	507
53.8%	5381000	-884208.0708963927	299.52173131385786	507
53.8%	5382000	-885822.4912774786	298.04751270043334	507
53.8%	5383000	-885499.7039377168	300.4854800265786	507
53.8%	5384000	-884814.5000072499	300.8481615358041	507
53.9%	5385000	-884261.6979561946	299.65322273263826	507
53.9%	5386000	-883788.9850352914	300.15681184496356	507
53.9%	5387000	-884364.9134597844	300.4096035455058	507
53.9%	5388000	-885337.8047628244	299.7453521125519	507
53.9%	5389000	-885104.1642337744	300.4067158146547	507
53.9%	5390000	-885136.2609602883	301.66760103524894	507
53.9%	5391000	-885404.7174220812	302.2239270100096	507
53.9%	5392000	-883068.8229007209	300.22143935232396	507
53.9%	5393000	-884437.5997875789	301.05259471631115	507
53.9%	5394000	-885089.0338011626	301.2120361454586	507
54.0%	5395000	-885093.7253570007	300.1782132623265	507
54.0%	5396000	-884122.846082049	300.3236366442793	507
54.0%	5397000	-884101.9138012659	298.6008986963992	507
54.0%	5398000	-882873.2156461067	299.86229124026346	507
54.0%	5399000	-884805.5742466906	301.61129096063223	507
54.0%	5400000	-884137.6246805256	298.0801406534892	507
54.0%	5401000	-886078.2125258055	302.4591412485703	507
54.0%	5402000	-885719.2191219265	300.9152151036275	507
54.0%	5403000	-884806.8772134702	300.362222962883	507
54.0%	5404000	-883850.2305131424	300.66394292179564	507
54.0%	5405000	-884093.7477327883	302.2601187227138	507
54.1%	5406000	-883937.9282400534	299.1873899220604	507
54.1%	5407000	-883243.1198029527	300.0019719109505	507
54.1%	5408000	-884256.3636882985	301.9282588474015	507
54.1%	5409000	-884100.3019552534	300.66573062292423	507
54.1%	5410000	-885671.490892618	301.20444423331264	507
54.1%	5411000	-884732.6033903593	300.79388420404564	507
54.1%	5412000	-884996.1672665249	302.986404765343	507
54.1%	5413000	-885045.7375797215	301.9721787097744	507
54.1%	5414000	-885655.9013496386	299.59383969462874	507
54.1%	5415000	-884214.766164185	299.28984700496994	507
54.2%	5416000	-884355.9365395037	300.7428349533703	507
54.2%	5417000	-883529.9808623157	301.417285600277	507
54.2%	5418000	-884095.7305127531	299.8173968075335	507
54.2%	5419000	-883053.7305043628	302.3887396867889	507
54.2%	5420000	-884346.0615368038	299.50250386111725	507
54.2%	5421000	-884373.6419466329	299.31880000798895	507
54.2%	5422000	-884741.5806381381	298.7653345705085	507
54.2%	5423000	-884935.0446382919	299.4253900607383	507
54.2%	5424000	-884746.8219872736	299.33359625236176	507
54.2%	5425000	-885514.2298102602	301.69576320528995	507
54.3%	5426000	-885088.0104669076	299.4775461080932	507
54.3%	5427000	-885794.3618844314	299.22356472421495	507
54.3%	5428000	-885263.1289486741	299.2210115477915	507
54.3%	5429000	-885647.8006633082	298.69371365571493	507
54.3%	5430000	-885350.8929744153	299.5447936441789	507
54.3%	5431000	-884530.2036918416	297.47062168506073	507
54.3%	5432000	-885223.5028743646	301.76084800014866	507
54.3%	5433000	-884035.1570618087	299.9306678374561	507
54.3%	5434000	-885218.4096126654	299.12292573070494	507
54.4%	5435000	-883797.9701491683	297.95175017688683	507
54.4%	5436000	-885435.8591046277	300.0153814228985	507
54.4%	5437000	-884922.0370303979	300.73422290729906	507
54.4%	5438000	-884735.1004300918	301.37134478292774	507
54.4%	5439000	-883067.8067650646	300.7916335472746	507
54.4%	5440000	-883991.6671360298	301.72892116886777	507
54.4%	5441000	-885174.0957917492	299.41273249603944	507
54.4%	5442000	-886017.9415783118	299.37561220755146	507
54.4%	5443000	-884264.3327621394	301.62391481320094	507
54.4%	5444000	-883893.3433774374	298.07368996618646	507
54.5%	5445000	-885435.3097948097	299.4795932688725	507
54.5%	5446000	-885828.0858534724	299.15572401750796	507
54.5%	5447000	-884284.4238462057	300.3967497300904	507
54.5%	5448000	-884954.7379509788	300.34815579888874	507
54.5%	5449000	-885645.7638731152	300.27655897158417	507
54.5%	5450000	-885542.8477208577	301.76372977407914	507
54.5%	5451000	-885041.2567311325	300.5856453036285	507
54.5%	5452000	-886303.9559630752	300.5514798925175	507
54.5%	5453000	-884866.7937695784	299.8370529580899	507
54.5%	5454000	-885827.0372870131	300.9164508556036	507
54.5%	5455000	-885430.4801170174	299.77408347305123	507
54.6%	5456000	-885517.1906758351	301.0807132015977	507
54.6%	5457000	-885084.8912028023	299.44327983739885	507
54.6%	5458000	-885286.1492092367	299.70742459504055	507
54.6%	5459000	-884845.3624350019	300.6001063358809	507
54.6%	5460000	-884461.3769456656	300.27748624713723	507
54.6%	5461000	-884302.177979074	299.54353261836235	507
54.6%	5462000	-884238.4065765175	298.7925818736213	507
54.6%	5463000	-884432.8398303702	299.16450093428	507
54.6%	5464000	-884220.4004377159	302.2823714024049	507
54.6%	5465000	-883775.6085434011	299.57033115616196	507
54.7%	5466000	-883442.3349156724	299.7446799989543	507
54.7%	5467000	-884577.5123498659	300.5352484063739	507
54.7%	5468000	-883320.8821102222	301.27329325661367	507
54.7%	5469000	-883478.2706718864	299.67026848668655	507
54.7%	5470000	-884286.7144480837	300.2918636856432	507
54.7%	5471000	-884988.2573339101	301.300383643605	507
54.7%	5472000	-883962.3764225892	299.4734637417959	507
54.7%	5473000	-884970.9262805693	299.5069225380914	507
54.7%	5474000	-883918.7535523521	300.47705043767434	507
54.8%	5475000	-884179.9025084758	301.7239591867096	507
54.8%	5476000	-886196.65379269	301.0865181169858	507
54.8%	5477000	-884370.6526790694	297.57468294507134	507
54.8%	5478000	-884675.6291435426	299.79714774452003	507
54.8%	5479000	-882879.1708532656	299.5810300975847	507
54.8%	5480000	-884790.9847282609	300.6149879980317	507
54.8%	5481000	-885043.8691819357	299.85328835452003	507
54.8%	5482000	-884810.057877406	299.7462475088531	507
54.8%	5483000	-885782.3212270262	302.5069187319935	507
54.8%	5484000	-883069.6822268581	300.93835872800435	507
54.9%	5485000	-884223.7175712115	298.1313167215386	507
54.9%	5486000	-885370.5799261755	300.37178661554236	507
54.9%	5487000	-884687.2583480515	298.91172163480445	507
54.9%	5488000	-884071.9958504261	301.07105382656994	507
54.9%	5489000	-883988.3563154149	299.18675079956444	507
54.9%	5490000	-884416.5222000494	298.96295416945037	507
54.9%	5491000	-885210.9764485224	299.4545492643758	507
54.9%	5492000	-884450.7862954414	298.5512570174094	507
54.9%	5493000	-884117.0389754917	299.180161649485	507
54.9%	5494000	-883588.9961329885	298.2488741725193	507
55.0%	5495000	-885701.8225583681	301.50736423882444	507
55.0%	5496000	-883729.1295523788	301.74648705498385	507
55.0%	5497000	-882564.3559806123	298.13237181851986	507
55.0%	5498000	-884331.5834989687	299.2021383263157	507
55.0%	5499000	-884247.0322752902	299.56084978393295	507
55.0%	5500000	-884548.5484177149	300.6824150606424	507
55.0%	5501000	-885495.6506273546	301.57191805095596	507
55.0%	5502000	-885841.6282526972	301.53692998488793	507
55.0%	5503000	-883489.2789989389	302.24528801159164	507
55.0%	5504000	-882798.5843402324	301.04027289300393	507
55.0%	5505000	-882153.6910937363	300.58968718147196	507
55.1%	5506000	-883000.3608654253	300.7189033745872	507
55.1%	5507000	-884786.4334053705	300.5879767537172	507
55.1%	5508000	-884457.6398915276	300.9061188340817	507
55.1%	5509000	-885318.8672162918	302.54150338234916	507
55.1%	5510000	-883885.3960492052	300.9076097855934	507
55.1%	5511000	-883686.2654871079	299.62615136639573	507
55.1%	5512000	-884761.5516902823	301.0767828515812	507
55.1%	5513000	-884480.4340211977	303.63695099317044	507
55.1%	5514000	-884292.411965318	298.69524654658204	507
55.1%	5515000	-883718.5412321845	300.32000282089007	507
55.2%	5516000	-884615.1523853103	302.13575289255516	507
55.2%	5517000	-883587.3519444894	301.3354964351869	507
55.2%	5518000	-882940.1507248823	302.3734144632168	507
55.2%	5519000	-883641.2029979192	300.55720537448303	507
55.2%	5520000	-884479.4461470083	299.3122486594227	507
55.2%	5521000	-884387.3673206596	303.11368007281726	507
55.2%	5522000	-883879.4741209494	300.5410705315268	507
55.2%	5523000	-884777.1815854092	299.7598768143124	507
55.2%	5524000	-884791.3162968159	300.4193011523496	507
55.2%	5525000	-884718.6402521399	297.40327071230416	507
55.3%	5526000	-885025.9130696543	300.3901386479482	507
55.3%	5527000	-884770.7707298924	301.7350833456358	507
55.3%	5528000	-884026.7515430558	296.4086978824702	507
55.3%	5529000	-885621.9921724978	299.63216509179495	507
55.3%	5530000	-883686.618592028	301.34144174474494	507
55.3%	5531000	-885256.4198473156	302.14476778052006	507
55.3%	5532000	-886135.1478244527	302.36162426855356	507
55.3%	5533000	-883856.8076752005	301.9023603935971	507
55.3%	5534000	-882954.1773396218	301.2715358685928	507
55.4%	5535000	-885884.2086695274	300.58654629164033	507
55.4%	5536000	-884567.1479563434	299.885360136425	507
55.4%	5537000	-885528.597568119	298.113800003537	507
55.4%	5538000	-885940.5063559418	301.1289462226047	507
55.4%	5539000	-884344.7688433859	299.4921145903673	507
55.4%	5540000	-885034.865693659	300.5410659228268	507
55.4%	5541000	-885304.4386137184	300.5320047220749	507
55.4%	5542000	-884243.0755575369	299.7436399656571	507
55.4%	5543000	-885992.3203571527	299.7203502644451	507
55.4%	5544000	-885163.4179590293	301.97513594495297	507
55.5%	5545000	-883709.2620149846	299.66224729015863	507
55.5%	5546000	-885121.7599044335	299.98484403298426	507
55.5%	5547000	-885487.3000889751	300.68989420090867	507
55.5%	5548000	-884513.7714928817	300.271090783729	507
55.5%	5549000	-885077.0402458212	299.2795477471737	507
55.5%	5550000	-884512.881126374	297.8577173543317	507
55.5%	5551000	-884911.7306155488	299.4781717403976	507
55.5%	5552000	-883823.2322213664	301.19035414172714	507
55.5%	5553000	-883234.4611577848	300.4121829701129	507
55.5%	5554000	-884228.4453329747	300.6573350896381	507
55.5%	5555000	-885604.3047019169	299.85132813218377	507
55.6%	5556000	-883874.8221890479	298.4201280048246	507
55.6%	5557000	-883912.6202980997	301.2310798761046	507
55.6%	5558000	-884600.7520142938	299.0899967595355	507
55.6%	5559000	-883262.7113023587	297.0530113058388	507
55.6%	5560000	-883805.4572570166	301.63924059471555	507
55.6%	5561000	-883697.8589302227	298.3364534548286	507
55.6%	5562000	-885669.6654307898	298.55272793236065	507
55.6%	5563000	-885833.7760878922	299.98290858470034	507
55.6%	5564000	-884020.4724259777	300.3799523727667	507
55.6%	5565000	-884516.1155208359	301.22026066394744	507
55.7%	5566000	-885011.7341591534	300.89677984119993	507
55.7%	5567000	-883165.6585446936	300.9029072457933	507
55.7%	5568000	-883722.7689820244	300.8054486205841	507
55.7%	5569000	-884143.7352318494	300.322652430127	507
55.7%	5570000	-883814.7882666695	301.68777213953126	507
55.7%	5571000	-885104.8390155248	298.92885134239765	507
55.7%	5572000	-885126.0579959042	300.5034168091442	507
55.7%	5573000	-884414.2644094802	298.43167605064895	507
55.7%	5574000	-883927.3204200398	300.9306886639212	507
55.8%	5575000	-883545.9878065479	298.5208495560642	507
55.8%	5576000	-884232.3797873403	300.9834979274184	507
55.8%	5577000	-885303.6089324127	302.15703959036335	507
55.8%	5578000	-884991.0301576257	301.98896082857004	507
55.8%	5579000	-885567.3330840948	299.1999461440383	507
55.8%	5580000	-884238.0255690827	301.25469265341064	507
55.8%	5581000	-883980.263466821	299.89983924001604	507
55.8%	5582000	-883770.4081132715	298.62382297487426	507
55.8%	5583000	-883501.2471948946	300.7069692653144	507
55.8%	5584000	-883057.5241870494	300.9269945691991	507
55.9%	5585000	-884001.192415616	302.18638183173874	507
55.9%	5586000	-883822.3378415941	302.6660347439518	507
55.9%	5587000	-884522.8505169195	299.54182935136663	507
55.9%	5588000	-884801.0513662025	300.33631584153227	507
55.9%	5589000	-882985.1273782467	299.0355916299534	507
55.9%	5590000	-883610.9686067039	301.3408522932834	507
55.9%	5591000	-882948.1615016814	298.8481279525206	507
55.9%	5592000	-883965.3411734388	299.8905844504849	507
55.9%	5593000	-884848.103471389	302.0723563962401	507
55.9%	5594000	-884122.8049364407	298.82138008129493	507
56.0%	5595000	-883402.4196586772	299.1116935524818	507
56.0%	5596000	-885069.769218795	299.6292284552995	507
56.0%	5597000	-885832.7017139276	300.7775847487735	507
56.0%	5598000	-884040.4668107238	297.5682430590901	507
56.0%	5599000	-885561.6054259804	299.75107931475185	507
56.0%	5600000	-883930.4958601939	300.2241388602994	507
56.0%	5601000	-885138.5518237022	299.28190130194827	507
56.0%	5602000	-884855.6455957093	301.3915535236787	507
56.0%	5603000	-885486.8284337078	297.8418696912587	507
56.0%	5604000	-884874.4616413498	300.64144667333693	507
56.0%	5605000	-883897.4039369323	298.9407257423037	507
56.1%	5606000	-884078.537115525	300.36262507169494	507
56.1%	5607000	-884603.9965814278	298.9658935360257	507
56.1%	5608000	-885008.4961800128	299.0783864276384	507
56.1%	5609000	-885602.5631244294	299.6933211510514	507
56.1%	5610000	-885312.8060199711	300.3819499897975	507
56.1%	5611000	-885626.709584421	297.8245745170849	507
56.1%	5612000	-886447.1093684011	301.53890330600154	507
56.1%	5613000	-884893.048277562	301.06801489373345	507
56.1%	5614000	-884156.6199199497	299.08581632549925	507
56.1%	5615000	-885924.0174841247	300.19234266942385	507
56.2%	5616000	-884875.4734573239	298.04934623482075	507
56.2%	5617000	-884515.9943652954	300.3172096464048	507
56.2%	5618000	-884304.781354792	299.1744384728504	507
56.2%	5619000	-885369.1781778205	301.7485585203336	507
56.2%	5620000	-884694.7299166308	300.60487146984235	507
56.2%	5621000	-884545.8792755231	301.1390929153124	507
56.2%	5622000	-884331.4046613411	300.20990364345903	507
56.2%	5623000	-884439.9588167113	302.1336945807624	507
56.2%	5624000	-885054.9774329076	301.5673154210726	507
56.2%	5625000	-882808.238424038	298.96706832915817	507
56.3%	5626000	-884471.1635298673	300.76919411196343	507
56.3%	5627000	-884818.4705855967	301.47447552324167	507
56.3%	5628000	-885008.2721000239	300.2441770785601	507
56.3%	5629000	-885111.8809486888	302.5616043631339	507
56.3%	5630000	-885503.84011913	300.42285377133675	507
56.3%	5631000	-884140.7919296375	300.5575858819838	507
56.3%	5632000	-883632.0706002861	300.08628579931104	507
56.3%	5633000	-886234.0975456471	300.4062758394947	507
